Namespace,Key,Full Key Path,English Text,Polski,Română,Español,Português,Deutsch,Français,العربية,Български,Context/Notes
validation,van.registrationRequired,validation:van.registrationRequired,Registration is required,,,,,,,,,
validation,van.registrationTooLong,validation:van.registrationTooLong,Registration too long,,,,,,,,,
validation,van.weeklyRateRequired,validation:van.weeklyRateRequired,Weekly rate is required,,,,,,,,,
validation,van.rateWholeNumber,validation:van.rateWholeNumber,Rate must be a whole number,,,,,,,,,
validation,van.ratePositive,validation:van.ratePositive,Rate must be positive,,,,,,,,,
validation,van.rateTooHigh,validation:van.rateTooHigh,Rate too high,,,,,,,,,
validation,van.onHireDateRequired,validation:van.onHireDateRequired,On-hire date is required,,,,,,,,,
validation,van.offHireDateInvalid,validation:van.offHireDateInvalid,Off-hire date must be on or after on-hire date,,,,,,,,,
validation,van.notesTooLong,validation:van.notesTooLong,Notes too long,,,,,,,,,
validation,string.minLength,validation:string.minLength,Must be at least {{min}} characters,,,,,,,,,
validation,string.maxLength,validation:string.maxLength,Must be less than {{max}} characters,,,,,,,,,
validation,number.min,validation:number.min,Must be at least {{min}},,,,,,,,,
validation,number.max,validation:number.max,Must be less than {{max}},,,,,,,,,
van,card.active,van:card.active,Active,,,,,,,,,
van,card.ongoing,van:card.ongoing,Ongoing,,,,,,,,,
van,card.weeklyRate,van:card.weeklyRate,Weekly Rate,,,,,,,,,
van,card.duration,van:card.duration,Duration,,,,,,,,,
van,card.status,van:card.status,Status,,,,,,,,,
van,card.refunded,van:card.refunded,Refunded,,,,,,,,,
van,card.holdUntil,van:card.holdUntil,Hold until {{date}},,,,,,,,,
van,card.statusActive,van:card.statusActive,Active,,,,,,,,,
van,card.completed,van:card.completed,Completed,,,,,,,,,
van,modal.titleEdit,van:modal.titleEdit,Edit Van Hire,,,,,,,,,
van,modal.titleNew,van:modal.titleNew,New Van Hire,,,,,,,,,
van,modal.registrationLabel,van:modal.registrationLabel,Registration Number *,,,,,,,,,
van,modal.registrationPlaceholder,van:modal.registrationPlaceholder,"e.g., AB12 CDE",,,,,,,,,
van,modal.vanTypeLabel,van:modal.vanTypeLabel,Van Type,,,,,,,,,
van,modal.vanTypePlaceholder,van:modal.vanTypePlaceholder,Select type,,,,,,,,,
van,modal.vanTypeFleet,van:modal.vanTypeFleet,Fleet (£250/week),,,,,,,,,
van,modal.vanTypeFlexi,van:modal.vanTypeFlexi,Flexi (£100-£250/week),,,,,,,,,
van,modal.weeklyRateLabel,van:modal.weeklyRateLabel,Weekly Rate (£) *,,,,,,,,,
van,modal.onHireDateLabel,van:modal.onHireDateLabel,On-Hire Date *,,,,,,,,,
van,modal.offHireDateLabel,van:modal.offHireDateLabel,Off-Hire Date,,,,,,,,,
van,modal.offHireDateHelp,van:modal.offHireDateHelp,Leave empty if currently on-hire,,,,,,,,,
van,modal.depositStatusTitle,van:modal.depositStatusTitle,Deposit Status,,,,,,,,,
van,modal.depositCurrent,van:modal.depositCurrent,Current Deposit:,,,,,,,,,
van,modal.depositAutoNote,van:modal.depositAutoNote,Deposits are automatically calculated by the system based on weeks with any van,,,,,,,,,
van,modal.notesLabel,van:modal.notesLabel,Notes,,,,,,,,,
van,modal.notesPlaceholder,van:modal.notesPlaceholder,Additional notes about this van hire...,,,,,,,,,
van,modal.offHireButton,van:modal.offHireButton,Off-Hire Van,,,,,,,,,
van,modal.deleteButton,van:modal.deleteButton,Delete,,,,,,,,,
van,modal.refundDepositButton,van:modal.refundDepositButton,Refund Deposit,,,,,,,,,
van,modal.cancelButton,van:modal.cancelButton,Cancel,,,,,,,,,
van,modal.updateButton,van:modal.updateButton,Update,,,,,,,,,
van,modal.createButton,van:modal.createButton,Create,,,,,,,,,
van,offHireDialog.title,van:offHireDialog.title,Off-Hire Van,,,,,,,,,
van,offHireDialog.description,van:offHireDialog.description,Enter the date when the van was returned. The deposit will be held for 6 weeks.,,,,,,,,,
van,offHireDialog.infoTitle,van:offHireDialog.infoTitle,Important: Same-Day Van Swaps,,,,,,,,,
van,offHireDialog.infoDescription,van:offHireDialog.infoDescription,"The off-hire date is the last day you had the van. If you're picking up a new van the same morning you're returning this one, off-hire this van on the previous day to avoid counting the same day twice.",,,,,,,,,
van,offHireDialog.dateLabel,van:offHireDialog.dateLabel,Off-Hire Date *,,,,,,,,,
van,offHireDialog.cancelButton,van:offHireDialog.cancelButton,Cancel,,,,,,,,,
van,offHireDialog.confirmButton,van:offHireDialog.confirmButton,Confirm Off-Hire,,,,,,,,,
van,refundDialog.title,van:refundDialog.title,Refund Deposit,,,,,,,,,
van,refundDialog.description,van:refundDialog.description,Enter the refund amount (after deducting any damage costs).,,,,,,,,,
van,refundDialog.amountLabel,van:refundDialog.amountLabel,Refund Amount (£) *,,,,,,,,,
van,refundDialog.maxLabel,van:refundDialog.maxLabel,Max: £{{amount}},,,,,,,,,
van,refundDialog.cancelButton,van:refundDialog.cancelButton,Cancel,,,,,,,,,
van,refundDialog.confirmButton,van:refundDialog.confirmButton,Confirm Refund,,,,,,,,,
van,deleteDialog.title,van:deleteDialog.title,Delete Van Hire?,,,,,,,,,
van,deleteDialog.description,van:deleteDialog.description,Are you sure you want to delete this van hire?,,,,,,,,,
van,deleteDialog.registration,van:deleteDialog.registration,{{registration}},,,,,,,,,
van,deleteDialog.warning,van:deleteDialog.warning,This action cannot be undone.,,,,,,,,,
van,deleteDialog.confirmButton,van:deleteDialog.confirmButton,Delete,,,,,,,,,
van,deleteDialog.cancelButton,van:deleteDialog.cancelButton,Cancel,,,,,,,,,
vanManagement,loading,vanManagement:loading,Loading van hires...,,,,,,,,,
vanManagement,pageTitle,vanManagement:pageTitle,Van Management,,,,,,,,,
vanManagement,actions.newVanHire,vanManagement:actions.newVanHire,New Van Hire,,,,,,,,,
vanManagement,actions.setDeposit,vanManagement:actions.setDeposit,Set Deposit,,,,,,,,,
vanManagement,actions.clearDeposits,vanManagement:actions.clearDeposits,Clear Deposits,,,,,,,,,
vanManagement,actions.addVanHire,vanManagement:actions.addVanHire,Add Van Hire,,,,,,,,,
vanManagement,depositSummary.title,vanManagement:depositSummary.title,Deposit Summary,,,,,,,,,
vanManagement,depositSummary.subtitle,vanManagement:depositSummary.subtitle,Cumulative deposit across all van hires,,,,,,,,,
vanManagement,depositSummary.totalPaid,vanManagement:depositSummary.totalPaid,Total Paid,,,,,,,,,
vanManagement,depositSummary.remaining,vanManagement:depositSummary.remaining,Remaining,,,,,,,,,
vanManagement,depositSummary.target,vanManagement:depositSummary.target,Target,,,,,,,,,
vanManagement,depositSummary.complete,vanManagement:depositSummary.complete,Complete,,,,,,,,,
vanManagement,depositSummary.inProgress,vanManagement:depositSummary.inProgress,In Progress,,,,,,,,,
vanManagement,activeVanAlert.title,vanManagement:activeVanAlert.title,You have an active van hire,,,,,,,,,
vanManagement,activeVanAlert.subtitle,vanManagement:activeVanAlert.subtitle,Off-hire your current van ({{registration}}) before adding a new one,,,,,,,,,
vanManagement,history.title,vanManagement:history.title,Van Hire History,,,,,,,,,
vanManagement,history.empty.title,vanManagement:history.empty.title,No van hires yet,,,,,,,,,
vanManagement,history.empty.subtitle,vanManagement:history.empty.subtitle,Add your first van hire to start tracking costs and deposits,,,,,,,,,
vanManagement,depositModal.title,vanManagement:depositModal.title,Set Manual Deposit,,,,,,,,,
vanManagement,depositModal.infoTitle,vanManagement:depositModal.infoTitle,💡 Deposits Already Paid,,,,,,,,,
vanManagement,depositModal.infoText,vanManagement:depositModal.infoText,Enter the total you've paid so far. We'll track new deposits from TODAY onwards—past weeks won't be counted.,,,,,,,,,
vanManagement,depositModal.depositLimit,vanManagement:depositModal.depositLimit,Deposit limit: £500,,,,,,,,,
vanManagement,depositModal.label,vanManagement:depositModal.label,Total Deposit Paid (£) *,,,,,,,,,
vanManagement,depositModal.placeholder,vanManagement:depositModal.placeholder,"e.g., 250.00",,,,,,,,,
vanManagement,depositModal.maximum,vanManagement:depositModal.maximum,Maximum: £500.00,,,,,,,,,
vanManagement,depositModal.buttonSetting,vanManagement:depositModal.buttonSetting,Setting...,,,,,,,,,
vanManagement,depositModal.buttonSet,vanManagement:depositModal.buttonSet,Set Deposit,,,,,,,,,
week-summary,title,week-summary:title,Week {{week}} Summary,,,,,,,,,
week-summary,noWorkDays,week-summary:noWorkDays,No work days logged for this week,,,,,,,,,
week-summary,totalEarnings,week-summary:totalEarnings,Total Earnings,,,,,,,,,
week-summary,payBreakdown.basePay,week-summary:payBreakdown.basePay,Base Pay ({{count}} {{days}}),,,,,,,,,
week-summary,payBreakdown.day,week-summary:payBreakdown.day,day,,,,,,,,,
week-summary,payBreakdown.days,week-summary:payBreakdown.days,days,,,,,,,,,
week-summary,payBreakdown.devicePayment,week-summary:payBreakdown.devicePayment,Device Payment ({{count}} {{days}}),,,,,,,,,
week-summary,payBreakdown.sixDayBonus,week-summary:payBreakdown.sixDayBonus,6-Day Bonus,,,,,,,,,
week-summary,payBreakdown.sweeps,week-summary:payBreakdown.sweeps,Sweeps,,,,,,,,,
week-summary,payBreakdown.sweepsDetail,week-summary:payBreakdown.sweepsDetail,"({{given}} you helped, {{taken}} helped you)",,,,,,,,,
week-summary,payBreakdown.mileage,week-summary:payBreakdown.mileage,Mileage ({{miles}} mi × £{{rate}}),,,,,,,,,
week-summary,payBreakdown.mileageRateLabel,week-summary:payBreakdown.mileageRateLabel,Rate:,,,,,,,,,
week-summary,payBreakdown.mileagePerMile,week-summary:payBreakdown.mileagePerMile,/mi,,,,,,,,,
week-summary,payBreakdown.mileageEstBadge,week-summary:payBreakdown.mileageEstBadge,Est,,,,,,,,,
week-summary,payBreakdown.mileageEstDisclaimer,week-summary:payBreakdown.mileageEstDisclaimer,Mileage Estimate:,,,,,,,,,
week-summary,payBreakdown.mileageEstDescription,week-summary:payBreakdown.mileageEstDescription,Payment calculated using odometer miles ({{count}} {{days}}). Actual payment may differ based on Amazon's mileage calculations and rates. Update with Amazon mileage data for accuracy.,,,,,,,,,
week-summary,payBreakdown.missingMileageTitle,week-summary:payBreakdown.missingMileageTitle,Missing Mileage Data:,,,,,,,,,
week-summary,payBreakdown.missingMileageDescription,week-summary:payBreakdown.missingMileageDescription,No mileage entered for {{count}} {{dayLabel}}. Payment total will be inaccurate until mileage is added.,,,,,,,,,
week-summary,payBreakdown.vanHire,week-summary:payBreakdown.vanHire,Van Hire,,,,,,,,,
week-summary,payBreakdown.vanDetail,week-summary:payBreakdown.vanDetail,{{registration}} ({{count}} {{days}}),,,,,,,,,
week-summary,payBreakdown.depositPayment,week-summary:payBreakdown.depositPayment,Deposit Payment,,,,,,,,,
week-summary,payBreakdown.invoicing,week-summary:payBreakdown.invoicing,Invoicing ({{service}}),,,,,,,,,
week-summary,standardPay.title,week-summary:standardPay.title,Standard Pay,,,,,,,,,
week-summary,standardPay.paidWeek,week-summary:standardPay.paidWeek,Paid Week {{week}} ({{month}}),,,,,,,,,
week-summary,rankings.title,week-summary:rankings.title,Performance Rankings,,,,,,,,,
week-summary,rankings.notAvailableYet,week-summary:rankings.notAvailableYet,Rankings will be available from,,,,,,,,,
week-summary,rankings.weekOnwards,week-summary:rankings.weekOnwards,Week {{week}},,,,,,,,,
week-summary,rankings.onwards,week-summary:rankings.onwards,onwards.,,,,,,,,,
week-summary,rankings.releaseNote,week-summary:rankings.releaseNote,Amazon typically releases performance rankings on Thursday of Week N+2 (two weeks after your work week).,,,,,,,,,
week-summary,rankings.updatePrompt,week-summary:rankings.updatePrompt,Update your performance rankings,,,,,,,,,
week-summary,rankings.enterPrompt,week-summary:rankings.enterPrompt,Enter rankings when they're released (usually Thursday after the work week),,,,,,,,,
week-summary,rankings.yourPerformance,week-summary:rankings.yourPerformance,Your Performance,,,,,,,,,
week-summary,rankings.companyPerformance,week-summary:rankings.companyPerformance,Company Performance,,,,,,,,,
week-summary,rankings.saveButton,week-summary:rankings.saveButton,Save Rankings,,,,,,,,,
week-summary,rankings.savingButton,week-summary:rankings.savingButton,Saving...,,,,,,,,,
week-summary,rankings.cancelButton,week-summary:rankings.cancelButton,Cancel,,,,,,,,,
week-summary,rankings.performanceBonus,week-summary:rankings.performanceBonus,Performance Bonus ({{count}} {{days}}),,,,,,,,,
week-summary,rankings.individualLabel,week-summary:rankings.individualLabel,Individual:,,,,,,,,,
week-summary,rankings.companyLabel,week-summary:rankings.companyLabel,Company:,,,,,,,,,
week-summary,rankings.paidWeek,week-summary:rankings.paidWeek,Paid Week {{week}} ({{month}}),,,,,,,,,
week-summary,mileageDiscrepancy.title,week-summary:mileageDiscrepancy.title,Mileage Discrepancy,,,,,,,,,
week-summary,mileageDiscrepancy.detail,week-summary:mileageDiscrepancy.detail,Van logged {{vanMiles}} miles vs Amazon paid {{amazonMiles}} miles,,,,,,,,,
week-summary,mileageDiscrepancy.fuelLoss,week-summary:mileageDiscrepancy.fuelLoss,Estimated fuel loss: £{{amount}},,,,,,,,,
week-summary,clearWeek.button,week-summary:clearWeek.button,Clear Week,,,,,,,,,
week-summary,clearWeek.confirmTitle,week-summary:clearWeek.confirmTitle,Clear Week {{week}}?,,,,,,,,,
week-summary,clearWeek.confirmDescription,week-summary:clearWeek.confirmDescription,"This will permanently delete all work days, rankings, and snapshot data for Week {{week}}. This action cannot be undone.",,,,,,,,,
week-summary,clearWeek.confirmButton,week-summary:clearWeek.confirmButton,Clear Week,,,,,,,,,
week-summary,clearWeek.cancelButton,week-summary:clearWeek.cancelButton,Cancel,,,,,,,,,
